iter	Logloss
272	0.5474771793
273	0.5472014087
274	0.5469678221
275	0.546790839
276	0.5466045707
277	0.546361852
278	0.5461289698
279	0.5459655668
280	0.5457014207
281	0.5454145192
282	0.5450720274
283	0.5449031635
284	0.5446937077
285	0.5443842051
286	0.5441446227
287	0.5439054113
288	0.5436738215
289	0.5434812741
290	0.5432688413
291	0.5431056873
292	0.5428308664
293	0.5426642449
294	0.5423979393
295	0.5422151578
296	0.5420237339
297	0.5417974545
298	0.5415670723
299	0.5412327194
300	0.5410839681
301	0.5408131047
302	0.5404986461
303	0.5402769962
304	0.5401111083
305	0.5398450726
306	0.5396026461
307	0.5394340793
308	0.539230485
309	0.5389954255
310	0.5387795085
311	0.5386482296
312	0.5384060705
313	0.5381142051
314	0.537881414
315	0.5375764731
316	0.5372258664
317	0.5370299999
318	0.5368360879
319	0.5365775378
320	0.5363636564
321	0.5360279975
322	0.5358243112
323	0.5355683358
324	0.5353773663
325	0.5351360384
326	0.5349423727
327	0.5346696114
328	0.5344835794
329	0.5342685587
330	0.5339888473
331	0.5337579033
332	0.5335288605
333	0.5332893064
334	0.5330625418
335	0.5328573739
336	0.5326120204
337	0.5323562265
338	0.5321169701
339	0.5318780388
340	0.5316334021
341	0.5313904429
342	0.5312411099
343	0.5309617251
344	0.5306526649
345	0.5303790534
346	0.5302052106
347	0.5300171982
348	0.5298176662
349	0.5295912381
350	0.5293926099
351	0.5291795607
352	0.5289791727
353	0.5288034203
354	0.5285310576
355	0.528323721
356	0.5280406544
357	0.5277763978
358	0.527548478
359	0.5273169312
360	0.5271149379
361	0.5269273376
362	0.526628308
363	0.5263863058
364	0.5261819876
365	0.5259705331
366	0.5257440429
367	0.5254579399
368	0.5252533251
369	0.5250037226
370	0.5247205989
371	0.5244971514
372	0.5242711106
373	0.5240013891
374	0.5237399662
375	0.5235360478
376	0.5232963643
377	0.5230651031
378	0.5227865277
379	0.5226262643
380	0.5224255889
381	0.5221462822
382	0.521852237
383	0.5216575702
384	0.5214063894
385	0.5211169512
386	0.520845128
387	0.5206763211
388	0.5204495895
389	0.5201902272
390	0.5199942354
391	0.5197845321
392	0.5195417507
393	0.5192959031
394	0.5190780106
395	0.5187244034
396	0.5184313163
397	0.5182378295
398	0.5180337346
399	0.5178048167
400	0.5175743528
401	0.5173049826
402	0.5170475614
403	0.5168276163
404	0.5165660041
405	0.5163130813
406	0.5160233383
407	0.515814288
408	0.5156159651
409	0.5153475808
410	0.5150912782
411	0.5149330468
412	0.5146467673
413	0.5144445867
414	0.5142418086
415	0.5140089521
416	0.5138111911
417	0.5135704911
418	0.5132959946
419	0.5131006247
420	0.5128105087
421	0.5125718374
422	0.5123538506
423	0.5121335919
424	0.5118605862
425	0.5116070675
426	0.5113971688
427	0.5111819539
428	0.510971301
429	0.5106301496
430	0.5103948969
431	0.5101257464
432	0.5098982563
433	0.5096639448
434	0.5094381157
435	0.5092336246
436	0.5089985038
437	0.5087845733
438	0.5085323583
439	0.5082804194
440	0.5080088981
441	0.5076846454
442	0.5075053276
443	0.507206915
444	0.5069555044
445	0.5067289883
446	0.5065431747
447	0.5063308396
448	0.5060942321
449	0.5058663846
450	0.5057043053
451	0.5054933682
452	0.505330664
453	0.5050595942
454	0.5048720307
455	0.5044774107
456	0.5042783214
457	0.5040885019
458	0.5038189722
459	0.5035979406
460	0.5033235387
461	0.503043815
462	0.5028228411
463	0.5026241902
464	0.5024574004
465	0.5022379965
466	0.5019957597
467	0.5017896231
468	0.5015642937
469	0.5014152928
470	0.5012011303
471	0.5009937801
472	0.5008127912
473	0.5005593755
474	0.5003657918
475	0.5001612859
476	0.499915884
477	0.4996912251
478	0.4994853203
479	0.4992645031
480	0.4990073461
481	0.4987842388
482	0.4985526716
483	0.4982903899
484	0.4980820528
485	0.4978825974
486	0.4976961651
487	0.4973596948
488	0.4970967774
489	0.4968818472
490	0.4967097001
491	0.4965204778
492	0.4963287874
493	0.4961155335
494	0.4958470904
495	0.4956020303
496	0.4953907974
497	0.4951673878
498	0.4949391479
499	0.494707622
500	0.4945327884
501	0.4943532781
502	0.4941860981
503	0.4939295233
504	0.4935767831
505	0.4933949214
506	0.4931872545
507	0.4930016634
508	0.4927631651
509	0.4925510536
510	0.4923392563
511	0.4921310305
512	0.4918967523
513	0.4916894948
514	0.4914894218
515	0.4912884869
516	0.491060571
517	0.4908634333
518	0.4907032609
519	0.4904939295
520	0.4903171201
521	0.4900556412
522	0.4898660418
523	0.489657073
524	0.4894206152
525	0.4892151658
526	0.489051109
527	0.4887649171
528	0.4886333202
529	0.4884760482
530	0.488269512
531	0.4880452832
532	0.4877355144
533	0.4875391864
534	0.4873653686
535	0.4871657797
536	0.4869998372
537	0.4866836562
538	0.4864500327
539	0.4862771548
540	0.4861406297
541	0.4859458756
542	0.4857746944
543	0.4855840028
544	0.4854191284
545	0.4852688863
546	0.4851196189
547	0.484957115
548	0.4847661195
549	0.4846177275
550	0.4843392003
551	0.4840836968
552	0.4839479279
553	0.4837442119
554	0.4836077766
555	0.4833273926
556	0.4831909872
557	0.4829490166
558	0.4827661184
559	0.482529664
560	0.4823177095
561	0.4821215262
562	0.4819115954
563	0.4816934913
564	0.4815000332
565	0.4813196994
566	0.4810419235
567	0.4807622212
568	0.4805694605
569	0.4803464692
570	0.4802036809
571	0.4799307255
572	0.4797592939
573	0.4795380005
574	0.4793952311
575	0.4791871153
576	0.4789749448
577	0.4788371183
578	0.4786306222
579	0.4783583836
580	0.4781650592
581	0.477941764
582	0.4777685202
583	0.4775506702
584	0.4773737469
585	0.4771770135
586	0.4769698356
587	0.4767630001
588	0.4765663235
589	0.4763896838
590	0.4761072059
591	0.4759559198
592	0.4757822718
593	0.4755726847
594	0.4753611157
595	0.475251988
596	0.4750473475
597	0.474876973
598	0.4746883082
599	0.4744878525
600	0.4742842454
601	0.4740960641
602	0.4739137209
603	0.4737421906
604	0.473538382
605	0.4733522115
606	0.4731189934
607	0.4729111585
608	0.4726790451
609	0.4724933504
610	0.472289153
611	0.4721201759
612	0.4719833256
613	0.4717641644
614	0.4715858595
615	0.4714578126
616	0.4713395997
617	0.471165786
618	0.47098581
619	0.4708901374
620	0.4707409334
621	0.4706164619
622	0.4704077634
623	0.4701750698
624	0.4699625867
625	0.4697278628
626	0.4695409284
627	0.4693545617
628	0.4691036074
629	0.4688739858
630	0.4687451065
631	0.4686631119
632	0.4685381851
633	0.4682157496
634	0.4681326137
635	0.4680269031
636	0.4678374903
637	0.4676817493
638	0.4675294665
639	0.4673083398
640	0.4671996234
641	0.4670287162
642	0.4668851594
643	0.4667052285
644	0.4665423029
645	0.4663460443
646	0.466171121
647	0.4660295887
648	0.4658838408
649	0.4656810936
650	0.4655709279
651	0.4654073877
652	0.4652903205
653	0.4651006342
654	0.4648869413
655	0.4646380545
656	0.4643691417
657	0.4641706404
658	0.4639941611
659	0.4637992039
660	0.463624916
661	0.4634453746
662	0.4632949435
663	0.463156095
664	0.4629866329
665	0.4628597295
666	0.4625800352
667	0.4623608987
668	0.4621752437
669	0.4620559415
670	0.4618790499
671	0.4616637064
672	0.461480652
673	0.4613760906
674	0.4611558011
675	0.4610546471
676	0.460881096
677	0.4605616489
678	0.4603412509
679	0.4601482949
680	0.4599704321
681	0.4598037164
682	0.4596648104
683	0.4595099375
684	0.4593485879
685	0.4592084018
686	0.4589997707
687	0.4587930271
688	0.4586463369
689	0.4584956233
690	0.4583121437
691	0.4581751764
692	0.4580118959
693	0.4578459034
694	0.457671186
695	0.4575718892
696	0.457463072
697	0.457341108
698	0.4572094597
699	0.4571151116
700	0.4568766562
701	0.4567746584
702	0.4565914961
703	0.4564374711
704	0.456208229
705	0.45607925
706	0.4559245363
707	0.4557403367
708	0.4556354594
709	0.4554784479
710	0.4553074636
711	0.4550995217
712	0.4549226086
713	0.4547499148
714	0.4546026526
715	0.4544238403
716	0.4542233848
717	0.4540980726
718	0.4538852726
719	0.4536835296
720	0.4535737918
721	0.4534635226
722	0.4532837963
723	0.4530454877
724	0.4529054891
725	0.4526944767
726	0.4524967793
727	0.4522929042
728	0.4521878146
729	0.452006606
730	0.4518114649
731	0.4516476704
732	0.4515142086
733	0.451431733
734	0.4512503879
735	0.4510893386
736	0.4508873215
737	0.4507511763
738	0.4505716082
739	0.4504546153
740	0.450240445
741	0.4501268827
742	0.4499473186
743	0.4497964935
744	0.4496125663
745	0.4495021736
746	0.4493317693
747	0.4491678392
748	0.4490129569
749	0.4488309926
750	0.4486727783
751	0.4485309008
752	0.4484100123
753	0.4482068899
754	0.4480608265
755	0.4478780804
756	0.447771371
757	0.447624198
758	0.4475084539
759	0.4473455589
760	0.4472602754
761	0.447156251
762	0.4470665478
763	0.4469728678
764	0.4467705759
765	0.4465685844
766	0.4463392416
767	0.4461448363
768	0.4459777744
769	0.4457547677
770	0.4455751521
771	0.4453806405
772	0.4452285665
773	0.4450336314
774	0.4449520774
775	0.4447546029
776	0.4445519996
777	0.4443586441
778	0.444245643
779	0.4439962466
780	0.4438512624
781	0.4436936256
782	0.4435414458
783	0.4433542831
784	0.4431901794
785	0.4429856878
786	0.4428210305
787	0.4426806388
788	0.442480566
789	0.4422207426
790	0.4421326689
791	0.4420284046
792	0.441795696
793	0.4416618045
794	0.4415496317
795	0.441394822
796	0.4412802437
797	0.4411712486
798	0.4410028
799	0.4408690795
800	0.4406737415
801	0.4405130003
802	0.4403255415
803	0.4401778909
804	0.4400848392
805	0.4399465037
806	0.439813982
807	0.4395998379
808	0.4394396688
809	0.4392453166
810	0.4390818367
811	0.4389400214
812	0.4387539269
813	0.4385799547
814	0.4384456688
815	0.4383005807
816	0.4380902693
817	0.4379103344
818	0.4378161286
819	0.4376571113
820	0.4375114205
821	0.437352621
822	0.4372017066
823	0.4371118919
824	0.4370112674
825	0.4369361774
826	0.4367970876
827	0.4366289569
828	0.4365519157
829	0.4364265693
830	0.4362967639
831	0.4361284037
832	0.4359450667
833	0.4358645037
834	0.4357945284
835	0.435610867
836	0.43546314
837	0.435362486
838	0.4352046018
839	0.4350854782
840	0.4348588898
841	0.4346503475
842	0.4345111369
843	0.434367271
844	0.4342163574
845	0.4340316959
846	0.4338646558
847	0.4337880619
848	0.4336879987
849	0.4335589493
850	0.4334566201
851	0.4332316965
852	0.4330726865
853	0.4330010906
854	0.4328481301
855	0.4326748321
856	0.4324884991
857	0.4323267973
858	0.432160568
859	0.4320634591
860	0.431897114
861	0.4317469196
862	0.4316002712
863	0.4314888409
864	0.4314046924
865	0.4313344821
866	0.4311013426
867	0.4310412836
868	0.4308997662
869	0.4307511055
870	0.430586729
871	0.4304827208
872	0.4303586767
873	0.4302283537
874	0.4301620622
875	0.4299703589
876	0.4298311056
877	0.4296450697
878	0.4294730223
879	0.4292446512
880	0.429107683
881	0.4289627373
882	0.4288565589
883	0.4287937119
884	0.4286458034
885	0.4285689528
886	0.4283988179
887	0.4283256945
888	0.4282567279
889	0.4281084965
890	0.4279573637
891	0.427825208
892	0.427760119
893	0.4277067064
894	0.4275937156
895	0.4275154949
896	0.4273643987
897	0.4272183021
898	0.4270882149
899	0.4270166383
900	0.4268576609
901	0.4267350605
902	0.4266299523
903	0.4265764487
904	0.4264445317
905	0.4263278708
906	0.4262653366
907	0.426158635
908	0.4260060187
909	0.4258732888
910	0.4257506772
911	0.4256571995
912	0.4255616897
913	0.4254452088
914	0.4252945709
915	0.4252530518
916	0.4250994978
917	0.4249179751
918	0.4247276387
919	0.4246098731
920	0.4244412539
921	0.4243679757
922	0.4241864906
923	0.4240892923
924	0.4239617968
925	0.4238551923
926	0.4236736812
927	0.4234654406
928	0.4233114063
929	0.4231605187
930	0.4229723411
931	0.4229185371
932	0.4228273044
933	0.4227111654
934	0.4225651616
935	0.4224809675
936	0.42232612
937	0.4221874034
938	0.4220396294
939	0.4219899977
940	0.4218469694
941	0.4217833907
942	0.4217109741
943	0.4216239306
944	0.4214287283
945	0.4212941897
946	0.4211683871
947	0.4210988209
948	0.4209766075
949	0.4209025365
950	0.4208479524
951	0.4207979157
952	0.4207664876
953	0.4206768908
954	0.4205563911
955	0.4203778019
956	0.4202767597
957	0.4201488421
958	0.4199349153
959	0.4197969792
960	0.4196748804
961	0.4195151499
962	0.4193826604
963	0.4192600424
964	0.4191289778
965	0.4189606844
966	0.4188384839
967	0.4188158167
968	0.4186731739
969	0.4185999196
970	0.4184952465
971	0.418337617
972	0.4182319993
973	0.4180464904
974	0.4179105749
975	0.4178430803
976	0.4177646882
977	0.4176477742
978	0.4174950172
979	0.4173517397
980	0.4172260935
981	0.4171349849
982	0.4170043201
983	0.4168860652
984	0.4168193247
985	0.4166427112
986	0.416486083
987	0.4163631769
988	0.4162512421
989	0.416139412
990	0.4160057257
991	0.415915695
992	0.4158749737
993	0.4157475295
994	0.4155924106
995	0.4155135176
996	0.4154050655
997	0.4152657014
998	0.4151087085
999	0.4149580935
